Comando,NomeCat,IDProduto,CodProd,NomeProd,Peso,Descricao,DescrLonga,DescrURL,URLTarget,Estoque,EstoqueMinimo,Disponivel,ICMS,Custo,Preco,PrecoProm,PrecoB2B,PrecoB2BProm,DataPromInicio,DataPromFim,Lancamento,EmDestaque,ImagemProd,ImagemDet,ImagemAmp,Adicional1,Adicional2,Adicional3,AdicionalD1,AdicionalD2,AdicionalD3,Cores,OrdemProd,IDProdutoPai,RamoProd,MaisProd,DataVencimento,DiasAvisoVencimento,DiasReposicao,IDParceiroProd,DescrHTM,MetaKeywordsProd,MaxParcelasProd,XMLParcelasProd,CodBarrasProd,Embalavel,IsProdutoGrande,LarguraProd,AlturaProd,ProfundidadeProd,CodVideo,ProdMPN,TitleProd,URLProd,VendaConjunta,MetaDescriptionProd,IDsFiltroItem
"A","Acessórios",5349717,"TPA2F14","Babador/Almofada de dentição - Coleção 360 - Ergobaby Teething Pad - Natural",155,"","Babador para canguru Ergobaby modelo 360.

Proteja o canguru com esse  babador feito para o canguru modelos 360 da Ergobaby.

Feito de tecido 100 % algodão e sem tingimentos","",False,1,0,True,0,0,189,0,0,0,,,False,False,"aa94582f69.jpg","aa94582f69.jpg","aa94582f69.jpg","","","","","","","",198,,,"",,0,0,,"","babador,dente,denticao,canguru,ergobaby",0,0,"",True,False,0,0,0,"","","","babador-almofada-denticao-360-ergobaby-ethingpad-natural","","","3852,3855,3870,3874,3894"
"A","Acessórios",5349718,"TP108NL","Babador/Almofada de dentição para alças do canguru - Coleção Original - Ergobaby Teething Pad - Natu",150,"","Babador para alças do canguru Ergobaby.

Proteja as alças do canguru e o rosto do seu bebê com esse babador.

Feito de tecido 100 % algodão, sem tingimentos .","",False,2,0,True,0,0,98,0,0,0,,,False,False,"fe9a3373d3-1000x1000.jpg","fe9a3373d3-1000x1000.jpg,323-1000x1000.jpg,325-1000x1000.jpg","fe9a3373d3-1000x1000.jpg,323-1000x1000.jpg,325-1000x1000.jpg","","","","","","","",198,,,"",,0,0,,"","babador,canguru,ergobaby, dente,denticao",0,0,"",True,False,0,0,0,"","","","babador-almofada-denticao-do-canguru-original-ergobaby","","","3852,3855,3870,3874,3894"
"A","Acessórios",5401017,"235355","Baldinhos para banho Skip hop -kit com 5 unidades",500,"","Perfeitamente dimensionados para pequenas mãos, estes baldes coloridos oferecem um jogo na hora do banho ,ajudando a desenvolver habilidades motoras. As crianças podem drenar a água em uma variedade de maneiras, com três efeitos diferentes. A hora do banho do seu filho também pode ser divertida.
Esse kit tem 5 baldinhos livre de bisfenol, com alças que são fáceis de agarrar.
Indicado para crianças de 9 messes +","",False,3,0,True,0,0,129,0,0,0,,,True,True,"Balde_1.jpg","Balde_1.jpg,Balde_2.jpg,Balde_3.jpg","Balde_1.jpg,Balde_2.jpg,Balde_3.jpg","","","","","","","",255,,,"",,,0,,"","balde,baldinho,banho,skiphop,baldinhos",0,0,,True,False,0,0,0,"","","Baldinhos para banho Skip hop -kit com 5 unidades","baldinhos-para-banho-skip-hop-kit-com-5unidades","5349975","","3854,3853,4367,3893,3870,3874,3878,3895"
"A","Acessórios",5349719,"02.32201","Banheira Inflável do pato Munchkin",600,"","A Banheira Inflável Munchkin, torna o banho divertido e seguro para bebês e crianças. Divertido devido ao formato e segura porque possui uma superfície com textura especial que reduz o risco de escorregões e indica se a água do banho está muito quente (acima de 38°C).De fácil transporte,pois ocupa pouco espaço,pode ser usada também como boia em piscinas com a supervisão de um adulto.

Esse item não pode faltar em suas viagens,pois facilitará a hora do banho fora de casa.

Sua cor vibrande, deixa o banho mais divertido .

Libre de Bisfenol é indicada para crianças de até 24 meses.

Medidas da banheira inflada 79 cmx 48 cm.","",False,0,0,False,0,0,120,99,0,0,25/09/2016,29/09/2016 17:30:00,False,False,"32201_smaller-1000x1000.jpg","32201_smaller-1000x1000.jpg,32201_main_1-1000x1000.jpg,Banheira4-1000x1000.jpg,munchin-1000x1000.jpg,munchkin-banheira-1000x1000.jpg","32201_smaller-1000x1000.jpg,32201_main_1-1000x1000.jpg,Banheira4-1000x1000.jpg,munchin-1000x1000.jpg,munchkin-banheira-1000x1000.jpg","","","","","","","",100,,,"",,0,0,,"","",0,0,"",True,False,0,0,0,"","","","banheirainflavelpatomunchkin","5349975","","3854,3853,3893,3870,3874,4292"
"A","Acessórios",5349771,"N7AECYKEL","Bolsa Organizador para carrinho  Platinum",588,"","Stroller Organizer mantem bebidas e outros itens essenciais em temperatura correta.  Contem 3 compartimentos e uma pequena bolsa com zipér rémovivel  que pode ser colocado celulares .

Material de neoprene resistente
Tiras de velcro ajustáveis &#8203;&#8203;cabe na maioria dos carrinhos de criança
Se encaixa em ambas as barras e puxadores de carrinho carrinho de bebê.
Dobra-se facilmente com carrinhos de guarda-chuva
Inclui abertura para fones de ouvido.
Lavável,livre de BPA.","",False,1,0,True,0,0,179,0,0,0,,,False,True,"4b9c0fa1d9.jpg","4b9c0fa1d9.jpg,2bbd8c0125.jpg,a447d88605.jpg,d92d3c2eb7.jpg","4b9c0fa1d9.jpg,2bbd8c0125.jpg,a447d88605.jpg,d92d3c2eb7.jpg","","","","","","","",2,,,"",,0,0,,"","",0,0,"",True,False,0,0,0,"RuoB1EqpU3U","","","bolsaorganizadorcarrinhoplatinum","","","3855,3893,3891,3895"
"A","Acessórios",5349772,"73","Bolsa Organizador para carrinho Chevron",588,"","Stroller Organizer mantem bebidas e outros itens essenciais em temperatura correta.  Contem 3 compartimentos e uma pequena bolsa com zipér rémovivel  que pode ser colocado celulares .

Material de neoprene resistente
Tiras de velcro ajustáveis cabe na maioria dos carrinhos de criança
Se encaixa em ambas as barras e puxadores de carrinho carrinho de bebê.
Dobra-se facilmente com carrinhos de guarda-chuva
Inclui abertura para fones de ouvido.
Lavável,livre de BPA.","",False,0,0,False,0,0,179,0,0,0,,,False,False,"400305_1.jpg","400305_1.jpg,400305_2.jpg,400305_3.jpg,400305_4.jpg","400305_1.jpg,400305_2.jpg,400305_3.jpg,400305_4.jpg","","","","","","","",2,,,"",,0,0,,"","",0,0,"",True,False,0,0,0,"RuoB1EqpU3U","","","bolsaorganizadorcarrinhochevron","","","3855,3891,3895"
"A","Acessórios",5349572,"235103","Caneca para banho-Baleia Azul",360,"","A hora do banho vai ficar divertida e mais prática.

Em formato de baleia ,boquinha de borracha macia que se encaixa confortavelmente na testa, impedindo que a água entre nos olhos.

A alça de fácil aderência permite que você mantenha firme em uma mão enquanto tem a outra livre ate mesmo para segurar o bebê.

Design pensado para facilitar a hora do banho e para deixa-lo um momento gostoso de aprendizagem e contato entre pais e filhos.
 Medidas: 13x18x11,5cm (AxLxP)
Marca: Skip Hop","",False,1,0,True,0,0,79,0,0,0,,,False,True,"skiphop-moby-waterfall-rinser2.jpg","skiphop-moby-waterfall-rinser2.jpg,skiphop-moby-waterfall-rinser4.jpg,skiphop-moby-waterfall-rinser10.jpg,skiphop-moby-waterfall-rinser11.jpg","skiphop-moby-waterfall-rinser2.jpg,skiphop-moby-waterfall-rinser4.jpg,skiphop-moby-waterfall-rinser10.jpg,skiphop-moby-waterfall-rinser11.jpg","","","","","","","",0,,,"",,0,0,,"","caneca,banho,baleia,skiphop,balde",0,0,"",True,False,0,0,0,"mGKjyDk8A10","","","caneca-para-banho-baleia-azul","","","3854,3853,3870,3874,3878,3890,4490,3895"
"A","Acessórios",5349807,"SS9DALBF6","Central Park Blanket - Chevron",900,"","Bolsa que se transforma em uma esteira para piquiniques. Deixe seus passeios confortavéis e praticos. Fácil de limpar.","",False,1,0,True,0,0,399,0,0,0,,,False,True,"d1ce0cec6c.jpg","d1ce0cec6c.jpg,037e7c5533.jpg,7e45ae37d2.jpg","d1ce0cec6c.jpg,037e7c5533.jpg,7e45ae37d2.jpg","","","","","","","",0,,,"",,0,0,,"","bolsa,blanket,chveron,piquinique,skiphop",0,0,"",True,False,0,0,0,"Wy_O-IZWR2I","","","central-park-blanket-chevron","","","3855,3891,3895"
"A","Acessórios",5349808,"AKUPH5BRB","Central Park Blanket - Triangles",900,"","Bolsa que se transforma em uma esteira para piquiniques. Deixe seus passeios confortavéis e praticos. Fácil de limpar.","",False,2,0,True,0,0,399,0,0,0,,,False,False,"6f0a46c3ad.jpg","6f0a46c3ad.jpg,d183e4d27b.jpg,037e7c5533.jpg","6f0a46c3ad.jpg,d183e4d27b.jpg,037e7c5533.jpg","","","","","","","",0,,,"",,0,0,,"","central,park,blanket,piquinique,skiphop",0,0,"",True,False,0,0,0,"Wy_O-IZWR2I","","","central-park-blanket-triangles","","","3855,3891,3870,3874,3878,3890,4490,3895"
"A","Acessórios",5349811,"362227","Chupeta Free 0-6 meses / Rosa",300,"","Os bicos achatados em formato de gota Philips AVENT respeitam o desenvolvimento natural do palato, dos dentes e das gengivas do bebê, mesmo se a chupeta ficar de cabeça para baixo na boca.
Bicos de silicone de fácil utilização
O silicone Philips AVENT é isento de sabor e odor. O silicone é macio, transparente, fácil de limpar e não fica pegajoso. O bico é resistente, duradouro, não perde a forma e não fica manchado ao longo do tempo.
Alça de segurança
Para remover facilmente a chupeta Philips AVENT a qualquer momento.","",False,5,0,True,0,0,20.99,15,0,0,29/08/2016,30/09/2016,False,False,"SCF178-23.jpg","SCF178-23.jpg,SCF170_0_6m_Trans.jpg","SCF178-23.jpg,SCF170_0_6m_Trans.jpg","","","","","","","",0,,,"",,0,0,,"","rosa,chupeta,avent",0,0,"",True,False,0,0,0,"","","","chupeta-avent-rosa","5349968","","3852,3870,4287"
"A","Acessórios",5349812,"362226","Chupeta Free 0-6 meses /Branca",100,"","Os bicos achatados em formato de gota Philips AVENT respeitam o desenvolvimento natural do palato, dos dentes e das gengivas do bebê, mesmo se a chupeta ficar de cabeça para baixo na boca.
Bicos de silicone de fácil utilização
O silicone Philips AVENT é isento de sabor e odor. O silicone é macio, transparente, fácil de limpar e não fica pegajoso. O bico é resistente, duradouro, não perde a forma e não fica manchado ao longo do tempo.
Alça de segurança
Para remover facilmente a chupeta Philips AVENT a qualquer momento.","",False,4,0,True,0,0,20.99,15,0,0,29/08/2016,31/10/2016,False,True,"ArquivoExibir-1000x1000.jpg","ArquivoExibir-1000x1000.jpg,SCF170_0_6m_Trans.jpg","ArquivoExibir-1000x1000.jpg,SCF170_0_6m_Trans.jpg","","","","","","","",0,,,"",,0,0,,"","branca,chupeta,avent",0,0,"",True,False,0,0,0,"","","","chupeta-avent-branca","","","3852,3870,4287"
"A","Acessórios",5349813,"SCF178/23","Chupeta Freeflow 0-6M Dupla azul/branca",130,"","O bico ortodôntico, maleável e simétrico da chupeta Freeflow Philips AVENT respeita o desenvolvimento natural do palato, dos dentes e das gengivas do bebê. Todas as chupetas AVENT são feitas de silicone e isentas de sabor e odor.

Bico ortodôntico
Os bicos achatados em formato de gota Philips AVENT respeitam o desenvolvimento natural do palato, dos dentes e das gengivas do bebê, mesmo se a chupeta ficar de cabeça para baixo na boca.

Bicos de silicone de fácil utilização
O silicone Philips AVENT é isento de sabor e odor. O silicone é macio, transparente, fácil de limpar e não fica pegajoso. O bico é resistente, duradouro, não perde a forma e não fica manchado ao longo do tempo.

Alça de segurança
Para remover facilmente a chupeta Philips AVENT a qualquer momento.

Capa de proteção encaixável
Para manter os bicos esterilizados de forma higiênica.

Indicado para 0 -6 meses
Livre de bisfenol","",False,3,0,True,0,0,41,29,0,0,29/08/2016,30/09/2016,False,True,"1213758_PHILIPS_AVENT.jpg","1213758_PHILIPS_AVENT.jpg,Soother_Case.jpg,SCF17823blue-3.jpg,SCF178_0_6m.jpg","1213758_PHILIPS_AVENT.jpg,Soother_Case.jpg,SCF17823blue-3.jpg,SCF178_0_6m.jpg","","","","","","","",255,,,"",,0,0,,"","chupeta,avent,conjunto,kit",0,0,"",True,False,0,0,0,"","","","chupeta-freeflow-dupla-azul-branca","5349953","","3852,3870,4287"
"A","Acessórios",5349814,"362161","Chupeta Freeflow 0-6M Dupla Feminina",135,"","O bico ortodôntico, maleável e simétrico da chupeta Freeflow Philips AVENT respeita o desenvolvimento natural do palato, dos dentes e das gengivas do bebê. Todas as chupetas AVENT são feitas de silicone e isentas de sabor e odor.
Indicado 0 a 6 meses","",False,1,0,True,0,0,41,29,0,0,29/08/2016,18/10/2016,False,False,"10036489_pink.jpg","10036489_pink.jpg,SCF178_0_6m.jpg,SCF170_0_6m_Trans.jpg","10036489_pink.jpg,SCF178_0_6m.jpg,SCF170_0_6m_Trans.jpg","","","","","","","",0,,,"",,0,0,,"","chupeta,avent,dupla,kit",0,0,"",True,False,0,0,0,"","","","chupeta-free-flow-feminina","5349953","","3852,3870,4287"
"A","Acessórios",5349815,"362159","Chupeta Freeflow 0-6M Simples",300,"","O bico ortodôntico, maleável e simétrico da chupeta Freeflow Philips AVENT respeita o desenvolvimento natural do palato, dos dentes e das gengivas do bebê. Todas as chupetas AVENT são feitas de silicone e isentas de sabor e odor.

Bico ortodôntico
Os bicos achatados em formato de gota Philips AVENT respeitam o desenvolvimento natural do palato, dos dentes e das gengivas do bebê, mesmo se a chupeta ficar de cabeça para baixo na boca.

Bicos de silicone de fácil utilização
O silicone Philips AVENT é isento de sabor e odor. O silicone é macio, transparente, fácil de limpar e não fica pegajoso. O bico é resistente, duradouro, não perde a forma e não fica manchado ao longo do tempo.

Alça de segurança
Para remover facilmente a chupeta Philips AVENT a qualquer momento.

Capa de proteção encaixável
Para manter os bicos esterilizados de forma higiênica.

Indicado para 0 a 6meses","",False,1,0,True,0,0,20.99,15,0,0,29/08/2016,30/09/2016,False,False,"SCF178-14AZUL-IN.jpg","SCF178-14AZUL-IN.jpg,1312160pne3531430052014.jpg,Soother_Case.jpg,SCF170_0_6m_Trans.jpg,SCF178_0_6m.jpg","SCF178-14AZUL-IN.jpg,1312160pne3531430052014.jpg,Soother_Case.jpg,SCF170_0_6m_Trans.jpg,SCF178_0_6m.jpg","","","","","","","",0,,,"",,0,0,,"","chupeta,azul,avent",0,0,"",True,False,0,0,0,"","","","chupeta-free-flow-simples","","","3852,3870,4287"
"A","Acessórios",5349816,"362163","Chupeta Freeflow Contemporânea 6 -18M Dupla",134,"","O bico ortodôntico, maleável e simétrico da chupeta Freeflow Philips AVENT respeita o desenvolvimento natural do palato, dos dentes e das gengivas do bebê. Todas as chupetas AVENT são feitas de silicone e isentas de sabor e odor.
Indicada para 6 a 18 meses
Produto Livre de bisfenol","",False,2,0,True,0,0,41,0,0,0,,,True,False,"35325_1_1_1_1-1000x1000.jpg","35325_1_1_1_1-1000x1000.jpg,1312160pne3531430052014.jpg,Soother_Case.jpg,SCF170_0_6m_Trans.jpg,SCF178_0_6m.jpg","35325_1_1_1_1-1000x1000.jpg,1312160pne3531430052014.jpg,Soother_Case.jpg,SCF170_0_6m_Trans.jpg,SCF178_0_6m.jpg","","","","","","","",0,,,"",,0,0,,"","chupeta,dupla,avent",0,0,"",True,False,0,0,0,"","","","chupeta-free-flow-contemporaneam-dupla","","","3852,3870,3874,4287"
"A","Acessórios",5349817,"362164","Chupeta Freeflow Contemporânea 6 -18M Dupla Feminina",134,"","O bico ortodôntico, maleável e simétrico da chupeta Freeflow Philips AVENT respeita o desenvolvimento natural do palato, dos dentes e das gengivas do bebê. Todas as chupetas AVENT são feitas de silicone e isentas de sabor e odor.
Indicado para 6 a 18 meses
Livre de bisfenol","",False,1,0,True,0,0,41,29,0,0,29/08/2016,16/10/2016,False,True,"SCF180-24ROSA-IN.jpg","SCF180-24ROSA-IN.jpg,1312160pne3531430052014.jpg,Soother_Case.jpg,SCF170_0_6m_Trans.jpg,SCF178_0_6m.jpg","SCF180-24ROSA-IN.jpg,1312160pne3531430052014.jpg,Soother_Case.jpg,SCF170_0_6m_Trans.jpg,SCF178_0_6m.jpg","","","","","","","",0,,,"",,0,0,,"","chupeta,dupla,avent",0,0,"",True,False,0,0,0,"","","","chupeta-free-flow-contemporanea-dupla-feminina","5349968","","3852,4510,3870,3874,4287"
"A","Acessórios",5349818,"406","Chupeta Freeflow Contemporânea 6 -18M Dupla Masculina",134,"","O bico ortodôntico, maleável e simétrico da chupeta Freeflow Philips AVENT respeita o desenvolvimento natural do palato, dos dentes e das gengivas do bebê. Todas as chupetas AVENT são feitas de silicone e isentas de sabor e odor.

Bico ortodôntico
Os bicos achatados em formato de gota Philips AVENT respeitam o desenvolvimento natural do palato, dos dentes e das gengivas do bebê, mesmo se a chupeta ficar de cabeça para baixo na boca.

Bicos de silicone de fácil utilização
O silicone Philips AVENT é isento de sabor e odor. O silicone é macio, transparente, fácil de limpar e não fica pegajoso. O bico é resistente, duradouro, não perde a forma e não fica manchado ao longo do tempo.

Alça de segurança
Para remover facilmente a chupeta Philips AVENT a qualquer momento.

Capa de proteção encaixável
Para manter os bicos esterilizados de forma higiênica.
Indicado para 6 a 18 meses
Livre de bisfenol","",False,1,0,True,0,0,41,0,0,0,,,True,False,"scf18024m.jpg","","","","","","","","","",0,,,"",,0,0,,"","chupeta,avent",0,0,"",True,False,0,0,0,"","","","chupeta-free-flow-contemporanea-masculina","","","3852,3870,3874,4287"
